card_log_number,description,location_name,lower_river_mile,upper_river_mile,Sample Year,sample_datetime,samplers,card_number,position_number,fork_length_cm,poh_length,sex_type_description,mark_types,cwt_bag_number,snout_number,origin_type_description,gilbert_rich,european,card_sequence,species_code,species_description,card_type_description,fishery_type_description,gear_description,otolith_number,dna_number,carcass_tag_number
24-1-25-55761,WRIA 07.0943,Wallace River Hatchery,,,2023,2023-11-29,C3,A70167,16,69,,Female,Unmarked,,,,4?,0.3,2-Jan,2,Chum,Regular Card,Non-Treaty,Broodstock Collection,92,23JI338,
24-1-25-55761,WRIA 07.0943,Wallace River Hatchery,,,2023,2023-11-29,C3,A70167,17,63,,Female,Unmarked,,,,3?,0.2,2-Jan,2,Chum,Regular Card,Non-Treaty,Broodstock Collection,93,23JI337,
24-1-25-55761,WRIA 07.0943,Wallace River Hatchery,,,2023,2023-11-29,C3,A70167,18,66,,Female,Undetermined,,,,3?,0.2,2-Jan,2,Chum,Regular Card,Non-Treaty,Broodstock Collection,94,23JI336,
24-1-25-55761,WRIA 07.0943,Wallace River Hatchery,,,2023,2023-11-29,C3,A70167,19,63,,Female,Unmarked,,,,3?,0.2,2-Jan,2,Chum,Regular Card,Non-Treaty,Broodstock Collection,95,23JI335,
24-1-25-55761,WRIA 07.0943,Wallace River Hatchery,,,2023,2023-11-29,C3,A70167,20,63,,Male,Unmarked,,,,3?,0.2,2-Jan,2,Chum,Regular Card,Non-Treaty,Broodstock Collection,96,23JI334,
24-1-25-55761,WRIA 07.0943,Wallace River Hatchery,,,2023,2023-11-29,C3,A70168,1,71,,Male,Unmarked,,,,4?,0.3,2-Feb,2,Chum,Regular Card,Non-Treaty,Broodstock Collection,97,23JI333,
24-1-25-55761,WRIA 07.0943,Wallace River Hatchery,,,2023,2023-11-29,C3,A70168,2,64,,Male,Unmarked,,,,3?,0.2,2-Feb,2,Chum,Regular Card,Non-Treaty,Broodstock Collection,98,23JI319,
24-1-25-55761,WRIA 07.0943,Wallace River Hatchery,,,2023,2023-11-29,C3,A70168,3,73,,Male,Unmarked,,,,4?,0.3,2-Feb,2,Chum,Regular Card,Non-Treaty,Broodstock Collection,99,23JI323,
24-1-25-55761,WRIA 07.0943,Wallace River Hatchery,,,2023,2023-11-29,C3,A70168,4,67,,Male,Unmarked,,,,3?,0.2,2-Feb,2,Chum,Regular Card,Non-Treaty,Broodstock Collection,100,23JI322,
24-1-25-55761,WRIA 07.0943,Wallace River Hatchery,,,2023,2023-11-29,C3,A70168,5,73,,Male,Unmarked,,,,4?,0.3,2-Feb,2,Chum,Regular Card,Non-Treaty,Broodstock Collection,101,23JI321,
